task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2014,classif.ranger,repeated_cv,16,0.812603499414521,1000,17,51
coup,2014,classif.ranger,repeated_cv,16,0.8206184390368536,1000,29,279
coup,2015,classif.ranger,repeated_cv,16,0.8129760827564556,1000,16,8
coup,2015,classif.ranger,repeated_cv,16,0.8173754051093807,1000,27,145
coup,2015,classif.ranger,repeated_cv,16,0.8123948074017869,1000,10,23
coup,2015,classif.ranger,repeated_cv,16,0.8168738897824646,1000,16,95
coup,2015,classif.ranger,repeated_cv,16,0.8185109245358856,1000,21,95
coup,2015,classif.ranger,repeated_cv,16,0.8209100122336314,1000,20,290
coup,2015,classif.ranger,repeated_cv,16,0.817788208175539,1000,23,142
coup,2015,classif.ranger,repeated_cv,16,0.8188783780750108,1000,10,166
coup,2015,classif.ranger,repeated_cv,16,0.8157694686825583,1000,13,74
coup,2015,classif.ranger,repeated_cv,16,0.8184007329612966,1000,27,106
coup,2015,classif.ranger,repeated_cv,16,0.8134578984615982,1000,30,64
coup,2015,classif.ranger,repeated_cv,16,0.8187618603403348,1000,12,179
coup,2015,classif.ranger,repeated_cv,16,0.817182594856246,1000,17,92
coup,2015,classif.ranger,repeated_cv,16,0.812204929593472,1000,27,2
coup,2015,classif.ranger,repeated_cv,16,0.8196376068110809,1000,9,241
coup,2015,classif.ranger,repeated_cv,16,0.8209758610097735,1000,19,264
coup,2015,classif.ranger,repeated_cv,16,0.8181680365487091,1000,20,150
coup,2015,classif.ranger,repeated_cv,16,0.8200233734293432,1000,28,182
coup,2015,classif.ranger,repeated_cv,16,0.8225416191853884,1000,26,293
coup,2015,classif.ranger,repeated_cv,16,0.8208743899529081,1000,23,292
coup,2016,classif.ranger,repeated_cv,16,0.8230993446110004,1000,12,218
coup,2016,classif.ranger,repeated_cv,16,0.8220091468715897,1000,11,62
coup,2016,classif.ranger,repeated_cv,16,0.8207435525823287,1000,9,107
coup,2016,classif.ranger,repeated_cv,16,0.8258297884275551,1000,26,293
coup,2016,classif.ranger,repeated_cv,16,0.8259936111225716,1000,17,291
coup,2016,classif.ranger,repeated_cv,16,0.8189535464517574,1000,8,24
coup,2016,classif.ranger,repeated_cv,16,0.8223659749695286,1000,26,138
coup,2016,classif.ranger,repeated_cv,16,0.8210940062283613,1000,9,99
coup,2016,classif.ranger,repeated_cv,16,0.8202124746329261,1000,12,37
coup,2016,classif.ranger,repeated_cv,16,0.825589089717066,1000,16,299
coup,2016,classif.ranger,repeated_cv,16,0.8230732085653946,1000,9,241
coup,2016,classif.ranger,repeated_cv,16,0.8195457531599389,1000,17,10
coup,2016,classif.ranger,repeated_cv,16,0.8196124036787066,1000,18,22
coup,2016,classif.ranger,repeated_cv,16,0.8184008925559213,1000,11,39
coup,2016,classif.ranger,repeated_cv,16,0.8199898994359391,1000,9,94
coup,2016,classif.ranger,repeated_cv,16,0.8229691676327606,1000,14,201
coup,2016,classif.ranger,repeated_cv,16,0.8241260578854337,1000,15,124
coup,2016,classif.ranger,repeated_cv,16,0.8196992244889321,1000,11,50
coup,2016,classif.ranger,repeated_cv,16,0.8215783503221126,1000,20,55
coup,2016,classif.ranger,repeated_cv,16,0.8205596160452271,1000,12,72
coup,2017,classif.ranger,repeated_cv,16,0.8226804512299943,1000,19,260
coup,2017,classif.ranger,repeated_cv,16,0.8222946144885496,1000,19,292
coup,2017,classif.ranger,repeated_cv,16,0.8225163641287124,1000,25,249
coup,2017,classif.ranger,repeated_cv,16,0.8176973750634766,1000,17,56
coup,2017,classif.ranger,repeated_cv,16,0.8194294503171526,1000,15,137
coup,2017,classif.ranger,repeated_cv,16,0.8206109513956499,1000,25,187
coup,2017,classif.ranger,repeated_cv,16,0.8223671404680247,1000,24,294
coup,2017,classif.ranger,repeated_cv,16,0.8172243310674273,1000,29,24
coup,2017,classif.ranger,repeated_cv,16,0.8196300966267309,1000,12,65
coup,2017,classif.ranger,repeated_cv,16,0.8218945466533328,1000,16,234
coup,2017,classif.ranger,repeated_cv,16,0.8212001852886202,1000,9,294
coup,2017,classif.ranger,repeated_cv,16,0.8224554155330779,1000,21,300
coup,2017,classif.ranger,repeated_cv,16,0.8161191828488614,1000,8,81
coup,2017,classif.ranger,repeated_cv,16,0.8187337713179338,1000,19,85
coup,2017,classif.ranger,repeated_cv,16,0.8212899426470744,1000,12,188
coup,2017,classif.ranger,repeated_cv,16,0.8234509310313541,1000,27,228
coup,2017,classif.ranger,repeated_cv,16,0.8201856501523237,1000,19,196
coup,2017,classif.ranger,repeated_cv,16,0.8189299379827025,1000,14,78
coup,2017,classif.ranger,repeated_cv,16,0.8215682050240277,1000,27,160
coup,2017,classif.ranger,repeated_cv,16,0.8182479523588215,1000,23,45
coup,2018,classif.ranger,repeated_cv,16,0.8236129280170166,1000,25,44
coup,2018,classif.ranger,repeated_cv,16,0.8237670842159243,1000,25,63
coup,2018,classif.ranger,repeated_cv,16,0.823599361327666,1000,28,30
coup,2018,classif.ranger,repeated_cv,16,0.827466816016568,1000,29,273
coup,2018,classif.ranger,repeated_cv,16,0.8223427206391857,1000,18,29
coup,2018,classif.ranger,repeated_cv,16,0.8255232077168296,1000,9,205
coup,2018,classif.ranger,repeated_cv,16,0.8259612538963563,1000,27,284
coup,2018,classif.ranger,repeated_cv,16,0.828694214059283,1000,29,266
coup,2018,classif.ranger,repeated_cv,16,0.8271247079350968,1000,16,257
coup,2018,classif.ranger,repeated_cv,16,0.8245152865355994,1000,12,142
coup,2018,classif.ranger,repeated_cv,16,0.8263201393630539,1000,12,263
coup,2018,classif.ranger,repeated_cv,16,0.8262586242697921,1000,14,142
coup,2018,classif.ranger,repeated_cv,16,0.8236337742428311,1000,19,83
coup,2018,classif.ranger,repeated_cv,16,0.8211771928414295,1000,18,54
coup,2018,classif.ranger,repeated_cv,16,0.8247705198025922,1000,19,79
coup,2018,classif.ranger,repeated_cv,16,0.8242286557650129,1000,28,19
coup,2018,classif.ranger,repeated_cv,16,0.8258625963418333,1000,11,203
coup,2018,classif.ranger,repeated_cv,16,0.8274530543094527,1000,24,266
coup,2018,classif.ranger,repeated_cv,16,0.827141510476754,1000,17,274
coup,2018,classif.ranger,repeated_cv,16,0.8240787545734736,1000,17,80
coup,2019,classif.ranger,repeated_cv,16,0.8230480072995332,1000,14,123
coup,2019,classif.ranger,repeated_cv,16,0.8255334523369733,1000,26,189
coup,2019,classif.ranger,repeated_cv,16,0.8196267780359696,1000,18,38
coup,2019,classif.ranger,repeated_cv,16,0.8229608836997819,1000,23,96
coup,2019,classif.ranger,repeated_cv,16,0.82425350592844715,1000,22,131
coup,2019,classif.ranger,repeated_cv,16,0.8262694564885912,1000,20,219
coup,2019,classif.ranger,repeated_cv,16,0.8243102958504482,1000,11,298
coup,2019,classif.ranger,repeated_cv,16,0.8254632598664319,1000,15,270
coup,2019,classif.ranger,repeated_cv,16,0.8220636725876016,1000,16,71
coup,2019,classif.ranger,repeated_cv,16,0.8234027721350765,1000,21,171
coup,2019,classif.ranger,repeated_cv,16,0.8242968734046358,1000,13,200
coup,2019,classif.ranger,repeated_cv,16,0.8207165298829726,1000,18,20
coup,2019,classif.ranger,repeated_cv,16,0.8236289222487109,1000,12,154
coup,2019,classif.ranger,repeated_cv,16,0.8250095830040535,1000,11,233
coup,2019,classif.ranger,repeated_cv,16,0.8206474520325721,1000,24,72
coup,2019,classif.ranger,repeated_cv,16,0.8250799027858274,1000,26,87
coup,2019,classif.ranger,repeated_cv,16,0.8244008785363494,1000,24,81
coup,2019,classif.ranger,repeated_cv,16,0.8270797146315713,1000,29,281
coup,2019,classif.ranger,repeated_cv,16,0.8272793083250158,1000,27,278
coup,2019,classif.ranger,repeated_cv,16,0.8255467502852466,1000,16,155
failed,2010,classif.ranger,repeated_cv,16,0.8092011506215292,1000,19,75
failed,2010,classif.ranger,repeated_cv,16,0.809933388828518,1000,19,157
failed,2010,classif.ranger,repeated_cv,16,0.8115672810845371,1000,15,236
failed,2010,classif.ranger,repeated_cv,16,0.8118500340637527,1000,11,240
failed,2010,classif.ranger,repeated_cv,16,0.8111773317059842,1000,22,62
failed,2010,classif.ranger,repeated_cv,16,0.8118093676871303,1000,14,208
failed,2010,classif.ranger,repeated_cv,16,0.8093403509269971,1000,28,233
failed,2010,classif.ranger,repeated_cv,16,0.8091592778776641,1000,26,82
failed,2010,classif.ranger,repeated_cv,16,0.8102174209048894,1000,15,243
failed,2010,classif.ranger,repeated_cv,16,0.8126499334801215,1000,13,82
failed,2010,classif.ranger,repeated_cv,16,0.8121794524432397,1000,17,233
failed,2010,classif.ranger,repeated_cv,16,0.8110988084311553,1000,22,204
failed,2010,classif.ranger,repeated_cv,16,0.8101517397933194,1000,14,191
failed,2010,classif.ranger,repeated_cv,16,0.8117268070109575,1000,23,197
failed,2010,classif.ranger,repeated_cv,16,0.8126272590762018,1000,21,281
failed,2010,classif.ranger,repeated_cv,16,0.8119313808715799,1000,26,278
failed,2010,classif.ranger,repeated_cv,16,0.8111050074615114,1000,9,130
failed,2010,classif.ranger,repeated_cv,16,0.8108382240552878,1000,17,38
failed,2010,classif.ranger,repeated_cv,16,0.8092543183107663,1000,29,150
failed,2010,classif.ranger,repeated_cv,16,0.8128341974538577,1000,18,173
failed,2011,classif.ranger,repeated_cv,16,0.8154105837998266,1000,16,195
failed,2011,classif.ranger,repeated_cv,16,0.8173815760627668,1000,18,146
failed,2011,classif.ranger,repeated_cv,16,0.8162566760113145,1000,29,218
failed,2011,classif.ranger,repeated_cv,16,0.8179362748573952,1000,18,107
failed,2011,classif.ranger,repeated_cv,16,0.8149356052772333,1000,30,38
failed,2011,classif.ranger,repeated_cv,16,0.8150079165187505,1000,22,36
failed,2011,classif.ranger,repeated_cv,16,0.8176684555656152,1000,12,30
failed,2011,classif.ranger,repeated_cv,16,0.8195267448575266,1000,8,103
failed,2011,classif.ranger,repeated_cv,16,0.8171723745815328,1000,25,73
failed,2011,classif.ranger,repeated_cv,16,0.8160986353456668,1000,9,241
failed,2011,classif.ranger,repeated_cv,16,0.8164938271461867,1000,11,217
failed,2011,classif.ranger,repeated_cv,16,0.8164029971702453,1000,28,229
failed,2011,classif.ranger,repeated_cv,16,0.8169417154054199,1000,17,159
failed,2011,classif.ranger,repeated_cv,16,0.8172610546527511,1000,18,229
failed,2011,classif.ranger,repeated_cv,16,0.8141491444322244,1000,19,17
failed,2011,classif.ranger,repeated_cv,16,0.8168668518972042,1000,12,84
failed,2011,classif.ranger,repeated_cv,16,0.8151925779503388,1000,24,121
failed,2011,classif.ranger,repeated_cv,16,0.817089522722671,1000,11,225
failed,2011,classif.ranger,repeated_cv,16,0.8175776066534177,1000,26,269
failed,2011,classif.ranger,repeated_cv,16,0.8165065859199784,1000,18,207
failed,2012,classif.ranger,repeated_cv,16,0.817059691079377,1000,19,170
failed,2012,classif.ranger,repeated_cv,16,0.8160443388468237,1000,25,89
failed,2012,classif.ranger,repeated_cv,16,0.8185194827669469,1000,12,264
failed,2012,classif.ranger,repeated_cv,16,0.8182855031020267,1000,23,47
failed,2012,classif.ranger,repeated_cv,16,0.8164683654108685,1000,18,25
failed,2012,classif.ranger,repeated_cv,16,0.8158406375645937,1000,25,199
failed,2012,classif.ranger,repeated_cv,16,0.813879128853041,1000,10,31
failed,2012,classif.ranger,repeated_cv,16,0.8165439100106063,1000,27,54
failed,2012,classif.ranger,repeated_cv,16,0.8160585998131045,1000,8,13
failed,2012,classif.ranger,repeated_cv,16,0.817767988539686,1000,18,281
failed,2012,classif.ranger,repeated_cv,16,0.8172194175558434,1000,16,229
failed,2012,classif.ranger,repeated_cv,16,0.8171306456496763,1000,14,219
failed,2012,classif.ranger,repeated_cv,16,0.8164710564998156,1000,8,223
failed,2012,classif.ranger,repeated_cv,16,0.8187405559646195,1000,27,278
failed,2012,classif.ranger,repeated_cv,16,0.8181096485586077,1000,25,3
failed,2012,classif.ranger,repeated_cv,16,0.8171303870899657,1000,11,274
failed,2012,classif.ranger,repeated_cv,16,0.8172746245708205,1000,24,98
failed,2012,classif.ranger,repeated_cv,16,0.8186592831052145,1000,18,55
failed,2012,classif.ranger,repeated_cv,16,0.8160893324019759,1000,12,300
failed,2012,classif.ranger,repeated_cv,16,0.8178637242689043,1000,15,257
failed,2013,classif.ranger,repeated_cv,16,0.8210778875997555,1000,28,46
failed,2013,classif.ranger,repeated_cv,16,0.82263528181602,1000,18,261
failed,2013,classif.ranger,repeated_cv,16,0.821329167072708,1000,19,129
failed,2013,classif.ranger,repeated_cv,16,0.8217393170416383,1000,14,200
failed,2013,classif.ranger,repeated_cv,16,0.8220090101359038,1000,24,300
failed,2013,classif.ranger,repeated_cv,16,0.8229008297963932,1000,8,245
failed,2013,classif.ranger,repeated_cv,16,0.8229552051927186,1000,19,118
failed,2013,classif.ranger,repeated_cv,16,0.8219658141299533,1000,28,222
failed,2013,classif.ranger,repeated_cv,16,0.8231186507224464,1000,15,185
failed,2013,classif.ranger,repeated_cv,16,0.8221387712150664,1000,22,41
failed,2013,classif.ranger,repeated_cv,16,0.8226610956455263,1000,27,220
failed,2013,classif.ranger,repeated_cv,16,0.8238014192961128,1000,14,72
failed,2013,classif.ranger,repeated_cv,16,0.8217804729605318,1000,16,175
failed,2013,classif.ranger,repeated_cv,16,0.8217766424499077,1000,30,189
failed,2013,classif.ranger,repeated_cv,16,0.8221522839021272,1000,9,78
failed,2013,classif.ranger,repeated_cv,16,0.8224363278132373,1000,29,85
failed,2013,classif.ranger,repeated_cv,16,0.8224626430206763,1000,19,278
failed,2013,classif.ranger,repeated_cv,16,0.8197191811990319,1000,8,123
failed,2013,classif.ranger,repeated_cv,16,0.8231577363836308,1000,11,81
failed,2013,classif.ranger,repeated_cv,16,0.8232283382780626,1000,17,253
failed,2014,classif.ranger,repeated_cv,16,0.816136363823601,1000,26,253
failed,2014,classif.ranger,repeated_cv,16,0.8150656083102754,1000,29,223
failed,2014,classif.ranger,repeated_cv,16,0.815118112050659,1000,10,180
failed,2014,classif.ranger,repeated_cv,16,0.8177665692067846,1000,26,254
failed,2014,classif.ranger,repeated_cv,16,0.8164204140675015,1000,30,169
failed,2014,classif.ranger,repeated_cv,16,0.8162711177336376,1000,10,218
failed,2014,classif.ranger,repeated_cv,16,0.815497664605584,1000,25,157
failed,2014,classif.ranger,repeated_cv,16,0.8122377363667966,1000,28,109
failed,2014,classif.ranger,repeated_cv,16,0.815521705972155,1000,12,97
failed,2014,classif.ranger,repeated_cv,16,0.8190392170944242,1000,16,11
failed,2014,classif.ranger,repeated_cv,16,0.8157423825747347,1000,28,142
failed,2014,classif.ranger,repeated_cv,16,0.8140758902454924,1000,11,277
failed,2014,classif.ranger,repeated_cv,16,0.8147567615915013,1000,9,33
failed,2014,classif.ranger,repeated_cv,16,0.8162162200317815,1000,16,124
failed,2014,classif.ranger,repeated_cv,16,0.817659842657724,1000,17,211
failed,2014,classif.ranger,repeated_cv,16,0.8130662115066092,1000,28,47
failed,2014,classif.ranger,repeated_cv,16,0.8158611643909692,1000,9,238
failed,2014,classif.ranger,repeated_cv,16,0.815624114096003,1000,25,21
failed,2014,classif.ranger,repeated_cv,16,0.8162146214375791,1000,25,38
failed,2014,classif.ranger,repeated_cv,16,0.8170292091318436,1000,12,92
failed,2015,classif.ranger,repeated_cv,16,0.8164072722838103,1000,8,160
failed,2015,classif.ranger,repeated_cv,16,0.8175335250529303,1000,28,214
failed,2015,classif.ranger,repeated_cv,16,0.817284547259617,1000,19,232
failed,2015,classif.ranger,repeated_cv,16,0.8158029886371688,1000,12,248
failed,2015,classif.ranger,repeated_cv,16,0.8172886704768688,1000,24,220
failed,2015,classif.ranger,repeated_cv,16,0.8166183077410025,1000,9,135
failed,2015,classif.ranger,repeated_cv,16,0.8182918558785928,1000,19,160
failed,2015,classif.ranger,repeated_cv,16,0.8192039136246632,1000,21,283
failed,2015,classif.ranger,repeated_cv,16,0.8182149171000298,1000,26,293
failed,2015,classif.ranger,repeated_cv,16,0.8167127912101392,1000,17,137
failed,2015,classif.ranger,repeated_cv,16,0.8191367197812253,1000,17,298
failed,2015,classif.ranger,repeated_cv,16,0.8181028063150666,1000,9,80
failed,2015,classif.ranger,repeated_cv,16,0.8157842759615086,1000,29,49
failed,2015,classif.ranger,repeated_cv,16,0.816079989802582,1000,20,124
failed,2015,classif.ranger,repeated_cv,16,0.8175552865487361,1000,25,207
failed,2015,classif.ranger,repeated_cv,16,0.8183177224143022,1000,23,221
failed,2015,classif.ranger,repeated_cv,16,0.8169270973561935,1000,20,231
failed,2015,classif.ranger,repeated_cv,16,0.8161019773222042,1000,11,119
failed,2015,classif.ranger,repeated_cv,16,0.8143977587283248,1000,30,180
failed,2015,classif.ranger,repeated_cv,16,0.8175937178518364,1000,25,48
failed,2016,classif.ranger,repeated_cv,16,0.8209011388544869,1000,17,160
failed,2016,classif.ranger,repeated_cv,16,0.8195951905664899,1000,21,63
failed,2016,classif.ranger,repeated_cv,16,0.8207619031040608,1000,16,264
failed,2016,classif.ranger,repeated_cv,16,0.8202981697961522,1000,29,231
failed,2016,classif.ranger,repeated_cv,16,0.8206062073481555,1000,30,236
failed,2016,classif.ranger,repeated_cv,16,0.8222620665545397,1000,8,14
failed,2016,classif.ranger,repeated_cv,16,0.8210331389767913,1000,11,58
failed,2016,classif.ranger,repeated_cv,16,0.8186905002010768,1000,28,114
failed,2016,classif.ranger,repeated_cv,16,0.821333433361912,1000,10,264
failed,2016,classif.ranger,repeated_cv,16,0.8211230949378342,1000,28,208
failed,2016,classif.ranger,repeated_cv,16,0.8220315435063359,1000,29,132
failed,2016,classif.ranger,repeated_cv,16,0.8204718608759523,1000,11,13
failed,2016,classif.ranger,repeated_cv,16,0.821160194720685,1000,14,139
failed,2016,classif.ranger,repeated_cv,16,0.8214554937124586,1000,14,220
failed,2016,classif.ranger,repeated_cv,16,0.820090062120781,1000,23,297
failed,2016,classif.ranger,repeated_cv,16,0.8208828612223232,1000,28,138
failed,2016,classif.ranger,repeated_cv,16,0.8209166413170949,1000,12,170
failed,2016,classif.ranger,repeated_cv,16,0.8197922966578186,1000,23,113
failed,2016,classif.ranger,repeated_cv,16,0.81889635302454,1000,20,47
failed,2016,classif.ranger,repeated_cv,16,0.8189672681572214,1000,30,128
failed,2017,classif.ranger,repeated_cv,16,0.8200251795687538,1000,28,130
failed,2017,classif.ranger,repeated_cv,16,0.8218582905308629,1000,10,108
failed,2017,classif.ranger,repeated_cv,16,0.8218544495525821,1000,12,300
failed,2017,classif.ranger,repeated_cv,16,0.8206855567652106,1000,25,101
failed,2017,classif.ranger,repeated_cv,16,0.8187953185674124,1000,12,8
failed,2017,classif.ranger,repeated_cv,16,0.8210059573388139,1000,12,115
failed,2017,classif.ranger,repeated_cv,16,0.8188595959003039,1000,28,176
failed,2017,classif.ranger,repeated_cv,16,0.8198580541463801,1000,29,189
failed,2017,classif.ranger,repeated_cv,16,0.8202878030009061,1000,22,288
failed,2017,classif.ranger,repeated_cv,16,0.8212597465679184,1000,19,144
failed,2017,classif.ranger,repeated_cv,16,0.81828249007571,1000,21,58
failed,2017,classif.ranger,repeated_cv,16,0.8218196743827146,1000,22,217
failed,2017,classif.ranger,repeated_cv,16,0.8204337049440176,1000,20,190
failed,2017,classif.ranger,repeated_cv,16,0.8197746357449484,1000,21,184
failed,2017,classif.ranger,repeated_cv,16,0.8211329748189631,1000,22,247
failed,2017,classif.ranger,repeated_cv,16,0.8201712172085243,1000,22,32
failed,2017,classif.ranger,repeated_cv,16,0.819992894439706,1000,25,267
failed,2017,classif.ranger,repeated_cv,16,0.8184275361986348,1000,26,81
failed,2017,classif.ranger,repeated_cv,16,0.8188716962196644,1000,29,13
failed,2017,classif.ranger,repeated_cv,16,0.8205883640374324,1000,24,63
failed,2018,classif.ranger,repeated_cv,16,0.8214352468970296,1000,30,284
failed,2018,classif.ranger,repeated_cv,16,0.8210640392171522,1000,17,279
failed,2018,classif.ranger,repeated_cv,16,0.8221640599573955,1000,23,151
failed,2018,classif.ranger,repeated_cv,16,0.8234760656895113,1000,12,264
failed,2018,classif.ranger,repeated_cv,16,0.8187997209034346,1000,29,35
failed,2018,classif.ranger,repeated_cv,16,0.8238569492806942,1000,18,255
failed,2018,classif.ranger,repeated_cv,16,0.8183973384665585,1000,23,52
failed,2018,classif.ranger,repeated_cv,16,0.8229554771110204,1000,14,290
failed,2018,classif.ranger,repeated_cv,16,0.8204588401930337,1000,9,90
failed,2018,classif.ranger,repeated_cv,16,0.8207325004711975,1000,25,282
failed,2018,classif.ranger,repeated_cv,16,0.8212530340431733,1000,28,234
failed,2018,classif.ranger,repeated_cv,16,0.8220567409224695,1000,16,169
failed,2018,classif.ranger,repeated_cv,16,0.8185860071468328,1000,12,50
failed,2018,classif.ranger,repeated_cv,16,0.819407280076998,1000,19,68
failed,2018,classif.ranger,repeated_cv,16,0.8162419295405421,1000,27,57
failed,2018,classif.ranger,repeated_cv,16,0.817818693853768,1000,28,99
failed,2018,classif.ranger,repeated_cv,16,0.8213785247954714,1000,17,170
failed,2018,classif.ranger,repeated_cv,16,0.8201085008757063,1000,17,8
failed,2018,classif.ranger,repeated_cv,16,0.8210422906183666,1000,14,17
failed,2018,classif.ranger,repeated_cv,16,0.8234997371800231,1000,14,263
failed,2019,classif.ranger,repeated_cv,16,0.8256999111218027,1000,14,223
failed,2019,classif.ranger,repeated_cv,16,0.8250839825541239,1000,25,142
failed,2019,classif.ranger,repeated_cv,16,0.8253633849353816,1000,21,203
failed,2019,classif.ranger,repeated_cv,16,0.8226409548431705,1000,28,113
failed,2019,classif.ranger,repeated_cv,16,0.8249598035869111,1000,26,187
failed,2019,classif.ranger,repeated_cv,16,0.8251858304336737,1000,23,186
failed,2019,classif.ranger,repeated_cv,16,0.8224158134087779,1000,18,76
failed,2019,classif.ranger,repeated_cv,16,0.8264447511872524,1000,23,292
failed,2019,classif.ranger,repeated_cv,16,0.8273261213318088,1000,21,299
failed,2019,classif.ranger,repeated_cv,16,0.8250677120219111,1000,25,130
failed,2019,classif.ranger,repeated_cv,16,0.8253216119296501,1000,15,211
failed,2019,classif.ranger,repeated_cv,16,0.8217091168094064,1000,30,68
failed,2019,classif.ranger,repeated_cv,16,0.8270446551914927,1000,11,168
failed,2019,classif.ranger,repeated_cv,16,0.8244137460278808,1000,30,218
failed,2019,classif.ranger,repeated_cv,16,0.8239196407713371,1000,13,50
failed,2019,classif.ranger,repeated_cv,16,0.8257784483770347,1000,27,284
failed,2019,classif.ranger,repeated_cv,16,0.824113758100382,1000,8,185
failed,2019,classif.ranger,repeated_cv,16,0.8240625026782905,1000,14,112
failed,2019,classif.ranger,repeated_cv,16,0.8256588715059346,1000,14,278
failed,2019,classif.ranger,repeated_cv,16,0.8264216027352665,1000,18,8
